

_base.py,88,_process_plot_format,(fmt),"Convert a MATLAB style color/line style format string to a (*linestyle*, *marker*, *color*) tuple.

Example format strings include:

* 'ko': black circles * '.b': blue dots * 'r--': red dashed lines * 'C2--': the third color in the color cycle, dashed lines

See Also -------- matplotlib.Line2D.lineStyles, matplotlib.colors.cnames All possible styles and color format strings.
"

test_backend_nbagg.py,13,test_ipynb,(),

animate_decay.py,38,run,(data),


legend_picking.py,30,on_pick,(event),

logos2.py,109,make_logo,"(height_px, lw_bars, lw_grid, lw_border, rgrid, with_text)","Create a full figure with the Matplotlib logo.

Parameters ---------- height_px : int Height of the figure in pixel. lw_bars : float The linewidth of the bar border. lw_grid : float The linewidth of the grid. lw_border : float The linewidth of icon border. rgrid : sequence of float The radial grid positions. with_text : bool Whether to draw only the icon or to include 'matplotlib' as text.
"
findobj_demo.py,29,myfunc,(x),
backend_webagg_core.py,89,_handle_key,(key),"Handle key codes


"

dates.py,1787,date_ticker_factory,"(span, tz, numticks)","Create a date locator with *numticks* (approx) and a date formatter for *span* in days.  Return value is (locator, formatter).


"
ticker.py,2368,is_close_to_int,(x),

transforms.py,2893,offset_copy,"(trans, fig, x, y, units)","Return a new transform with an added offset.

Parameters ---------- trans : `Transform` subclass Any transform, to which offset will be applied. fig : `~matplotlib.figure.Figure`, default: None Current figure. It can be None if *units* are 'dots'. x, y : float, default: 0.0 The offset to apply. units : {'inches', 'points', 'dots'}, default: 'inches' Units of the offset.
##### Returns
"

axes_divider1.py,746,make_axes_area_auto_adjustable,"(ax, use_axes, pad, adjust_dirs)",


github.py,154,setup,(app),"Install the plugin.

param app: Sphinx application context.
"
unchained.py,57,update,(),
backend_tools.py,1086,add_tools_to_container,"(container, tools)","Add multiple tools to the container.

Parameters ---------- container : Container `backend_bases.ToolContainerBase` object that will get the tools added. tools : list, optional List in the form ``[[group1, [tool1, tool2 ...]], [group2, [...]]]`` where the tools ``[tool1, tool2, ...]`` will display in group1. See `add_tool` for details.
"



figure_axes_enter_leave.py,30,on_leave_figure,(event),
demo_constrained_layout.py,18,example_plot,(ax),
trigradient_demo.py,19,dipole_potential,"(x, y)","The electric dipole potential V, at position *x*, *y*.


"


scatter_hist.py,35,scatter_hist,"(x, y, ax, ax_histx, ax_histy)",
demo_curvelinear_grid2.py,23,curvelinear_test1,(fig),"Grid for custom transform.


"

backend_pdf.py,417,_paint_path,"(fill, stroke)","Return the PDF operator to paint a path.

Parameters ---------- fill: bool Fill the path with the fill color. stroke: bool Stroke the outline of the path with the line color.
"

quiver.py,436,_check_consistent_shapes,(),
test_polar.py,344,test_thetalim_valid_invalid,(),


conftest2.py,127,pd,(),"Fixture to import and configure pandas.


"

named_colors.py,22,plot_colortable,"(colors, title, sort_colors, emptycols)",

lines.py,113,_mark_every_path,"(markevery, tpath, affine, ax_transform)","Helper function that sorts out how to deal the input `markevery` and returns the points where markers should be drawn.

Takes in the `markevery` value and the line path and returns the sub-sampled path.
"
offsetbox.py,137,_get_aligned_offsets,"(hd_list, height, align)","Given a list of (height, descent) of each boxes, align the boxes with *align* and calculate the y-offsets of each boxes. total width and the offset positions of each items according to *mode*. xdescent is analogous to the usual descent, but along the x-direction. xdescent values are currently ignored.

Parameters ---------- hd_list List of (height, xdescent) of boxes to be aligned. height : float or None Intended total length. If None, the maximum of the heights in *hd_list* is used. align : {'baseline', 'left', 'top', 'right', 'bottom', 'center'} Align mode.
"

spine_placement_demo.py,65,adjust_spines,"(ax, spines)",
axis3d.py,22,tick_update_position,"(tick, tickxs, tickys, labelpos)","Update tick line and label position and style.


"




stackplot_demo.py,52,gaussian_mixture,"(x, n)","Return a random mixture of *n* Gaussians, evaluated at positions *x*.


"



basic_units.py,370,cos,(x),



test_image.py,1092,test_exact_vmin,(),
mixed_subplots.py,13,f,(t),
UnitDblConverter.py,15,rad_fn,"(x, pos)","Radian function formatter.


"



test_matplotlib.py,28,test_use_doc_standard_backends,(),"Test that the standard backends mentioned in the docstring of matplotlib.use() are the same as in matplotlib.rcsetup.


"

usetex_fonteffects.py,13,setfont,(font),

constrainedlayout_guide.py,416,docomplicated,(suptitle),
sankey_links.py,27,corner,(sankey),"Generate a corner link.


"


colorbar1.py,781,colorbar,"(mappable, cax, ax, **kw)","Create a colorbar for a ScalarMappable instance.

Documentation for the pyplot thin wrapper:

%s
"

boxplot_demo.py,194,fake_bootstrapper,(n),"This is just a placeholder for the user's method of bootstrapping the median and its confidence intervals.


"


custom_boxstyle01.py,28,custom_box_style,"(x0, y0, width, height, mutation_size, mutation_aspect)","Given the location and size of the box, return the path of the box around it.

Rotation is automatically taken care of.

Parameters ---------- x0, y0, width, height : float Box location and size. mutation_size : float Mutation reference scale, typically the text font size. mutation_aspect Mutation aspect ratio.
"
test_pyplot.py,79,test_nrows_error,(),
scale.py,670,_get_scale_docs,(),"Helper function for generating docstrings related to scales.


"
test_axes_grid.py,56,test_imagegrid,(),
fill.py,19,koch_snowflake,"(order, scale)","Return two lists x, y of point coordinates of the Koch snowflake.

Parameters ---------- order : int The recursion depth. scale : float The extent of the snowflake (edge length of the base triangle).
"
dviread.py,1089,_fontfile,"(cls, suffix, texname)",



test_texmanager.py,5,test_fontconfig_preamble,(),"Test that the preamble is included in _fontconfig


"


style_sheets_reference.py,102,plot_figure,(style_label),"Setup and plot the demonstration figure with a given style.


"

radio_buttons.py,50,stylefunc,(label),

colormaps.py,366,plot_color_gradients,"(cmap_category, cmap_list)",




test_streamplot.py,102,test_streamplot_limits,(),




coords_report.py,13,millions,(x),
_constrained_layout.py,541,layoutcolorbargridspec,"(parents, cax, shrink, aspect, location, pad)","Do the layout for a colorbar, to not overly pollute colorbar.py

*pad* is in fraction of the original axis size.
"

trifinder_event_demo.py,26,on_mouse_move,(event),
mpl_with_glade3_sgskip.py,24,main,(),
pathpatch3d.py,17,text3d,"(ax, xyz, s, zdir, size, angle, usetex, **kwargs)","Plots the string 's' on the axes 'ax', with position 'xyz', size 'size', and rotation angle 'angle'.  'zdir' gives the axis which is to be treated as the third dimension.  usetex is a boolean indicating whether the string should be interpreted as latex or not.  Any additional keyword arguments are passed on to transform_path.

Note: zdir affects the interpretation of xyz.
"
cache_zenodo_svg.py,49,_get_xdg_cache_dir,(),"Return the XDG cache directory.

See https://standards.freedesktop.org/basedir-spec/basedir-spec-latest.html
"
test_units.py,169,test_subclass,"(fig_test, fig_ref)",





axis_direction_demo_step02.py,11,setup_axes,"(fig, rect)",
align_ylabels.py,14,make_plot,(axs),
rainbow_text.py,30,rainbow_text,"(x, y, strings, colors, orientation, ax, **kwargs)","Take a list of *strings* and *colors* and place them next to each other, with text strings[i] being shown in colors[i].

Parameters ---------- x, y : float Text position in data coordinates. strings : list of str The strings to draw. colors : list of color The colors to use. orientation : {'horizontal', 'vertical'} ax : Axes, optional The Axes to draw into. If None, the current axes will be used. **kwargs All other keyword arguments are passed to plt.text(), so you can set the font size, family, etc.
"


dynamic_image.py,15,f,"(x, y)",

table.py,646,table,"(ax, cellText, cellColours, cellLoc, colWidths, rowLabels, rowColours, rowLoc, colLabels, colColours, colLoc, loc, bbox, edges, **kwargs)","Add a table to an `~.axes.Axes`.

At least one of *cellText* or *cellColours* must be specified. These parameters must be 2D lists, in which the outer lists define the rows and the inner list define the column values per row. Each row must have the same number of elements.

The table can optionally have row and column headers, which are configured using *rowLabels*, *rowColours*, *rowLoc* and *colLabels*, *colColours*, *colLoc* respectively.

For finer grained control over tables, use the `.Table` class and add it to the axes with `.Axes.add_table`.

Parameters ---------- cellText : 2D list of str, optional The texts to place into the table cells.

*Note*: Line breaks in the strings are currently not accounted for and will result in the text exceeding the cell boundaries.

cellColours : 2D list of colors, optional The background colors of the cells.

cellLoc : {'left', 'center', 'right'}, default: 'right' The alignment of the text within the cells.

colWidths : list of float, optional The column widths in units of the axes. If not given, all columns will have a width of *1 / ncols*.

rowLabels : list of str, optional The text of the row header cells.

rowColours : list of colors, optional The colors of the row header cells.

rowLoc : {'left', 'center', 'right'}, default: 'left' The text alignment of the row header cells.

colLabels : list of str, optional The text of the column header cells.

colColours : list of colors, optional The colors of the column header cells.

colLoc : {'left', 'center', 'right'}, default: 'left' The text alignment of the column header cells.

loc : str, optional The position of the cell with respect to *ax*. This must be one of the `~.Table.codes`.

bbox : `.Bbox`, optional A bounding box to draw the table into. If this is not *None*, this overrides *loc*.

edges : substring of 'BRTL' or {'open', 'closed', 'horizontal', 'vertical'} The cell edges to be drawn with a line. See also `~.Cell.visible_edges`.
##### Returns
"
mathtext_wx_sgskip.py,28,mathtext_to_wxbitmap,(s),






close_event.py,11,on_close,(event),



subset.py,360,main,(argv),

advanced_hillshading.py,56,shade_other_data,(),"Demonstrates displaying different variables through shade and color.


"
test_backends_interactive.py,166,test_webagg,(),

scales.py,84,inverse,(a),


_layoutbox.py,655,plot_children,"(fig, box, level, printit)","Simple plotting to show where boxes are.


"





date_index_formatter.py,32,format_date,"(x, pos)",



lorenz_attractor.py,21,lorenz,"(x, y, z, s, r, b)","Given: x, y, z: a point of interest in three dimensional space s, r, b: parameters defining the lorenz attractor Returns: x_dot, y_dot, z_dot: values of the lorenz attractor's partial derivatives at the point x, y, z


"
test_backend_svg.py,375,test_svg_metadata,(),
bezier.py,614,concatenate_paths,(paths),"Concatenate a list of paths into a single path.


"

test_legend.py,638,test_no_warn_big_data_when_loc_specified,(),
test_widgets.py,322,test_polygon_selector,(),
backend_gtk3.py,902,error_msg_gtk,"(msg, parent)",

test_backend_pgf.py,322,test_bbox_inches_tight,(tmpdir),
plot_directive.py,613,run,"(arguments, content, options, state_machine, state, lineno)",
test_backend_ps.py,130,test_partial_usetex,(caplog),
stackplot.py,16,stackplot,"(axes, x, **kwargs)","Draw a stacked area plot.

Parameters ---------- x : 1d array of dimension N

y : 2d array (dimension MxN), or sequence of 1d arrays (each dimension 1xN)

The data is assumed to be unstacked. Each of the following calls is legal::

stackplot(x, y)













 # where y is MxN stackplot(x, y1, y2, y3, y4)

# where y1, y2, y3, y4, are all 1xNm

baseline : {'zero', 'sym', 'wiggle', 'weighted_wiggle'} Method used to calculate the baseline:

- ``'zero'``: Constant zero baseline, i.e. a simple stacked plot.

- ``'sym'``:

Symmetric around zero and is sometimes called 'ThemeRiver'.

- ``'wiggle'``: Minimizes the sum of the squared slopes.

- ``'weighted_wiggle'``: Does the same but weights to account for size of each layer. It is also called 'Streamgraph'-layout. More details can be found at http://leebyron.com/streamgraph/.

labels : Length N sequence of strings Labels to assign to each data series.

colors : Length N sequence of colors A list or tuple of colors. These will be cycled through and used to colour the stacked areas.

**kwargs All other keyword arguments are passed to `.Axes.fill_between`.
##### Returns
"
anchored_artists.py,107,draw_sizebar,(ax),"Draw a horizontal bar with length of 0.1 in data coordinates, with a fixed label underneath.


"
demo_axis_direction.py,66,add_floating_axis2,(ax1),
demo_floating_axis.py,21,curvelinear_test2,(fig),"Polar projection, but in a rectangular box.


"
mandelbrot.py,16,mandelbrot_set,"(xmin, xmax, ymin, ymax, xn, yn, maxiter, horizon)",
_axes.py,40,_make_inset_locator,"(bounds, trans, parent)","Helper function to locate inset axes, used in `.Axes.inset_axes`.

A locator gets used in `Axes.set_aspect` to override the default locations...

It is a function that takes an axes object and a renderer and tells `set_aspect` where it is to be placed.

Here *rect* is a rectangle [l, b, w, h] that specifies the location for the axes in the transform given by *trans* on the *parent*.
"







_internal_utils.py,15,graphviz_dump_transform,"(transform, dest)","Generate a graphical representation of the transform tree for *transform* using the :program:`dot` program (which this function depends on).  The output format (png, dot, etc.) is determined from the suffix of *dest*.

Parameters ---------- transform : `~matplotlib.transform.Transform` The represented transform. dest : str Output filename.

The extension must be one of the formats supported by :program:`dot`, e.g. png, svg, dot, ... (see https://www.graphviz.org/doc/info/output.html). highlight : list of `~matplotlib.transform.Transform` or None The transforms in the tree to be drawn in bold. If *None*, *transform* is highlighted.
"
demo_ribbon_box.py,62,main,(),
embedding_webagg_sgskip.py,37,create_figure,(),"Creates a simple example figure.


"
mathtext_examples.py,58,doall,(),


test_mlab.py,1699,test_psd_oversampling,(),"Test the case len(x) < NFFT for psd().


"
floating_axes2.py,364,floatingaxes_class_factory,(axes_class),
test_figure.py,783,test_reused_gridspec,(),"Test that these all use the same gridspec


"

test_basic.py,37,test_lazy_imports,(),
compare.py,433,save_diff_image,"(expected, actual, output)","Parameters ---------- expected : str File path of expected image. actual : str File path of actual image. output : str File path to save difference image to.


"
test_backend_tk.py,7,test_blit,(),



figureoptions.py,31,figure_edit,"(axes, parent)","Edit matplotlib figure options


"
pie_and_donut_labels.py,45,func,"(pct, allvals)",


test_font_manager.py,212,test_fork,(),
simple_axis_direction03.py,12,setup_axes,"(fig, rect)",
mathtext2.py,3469,math_to_image,"(s, filename_or_obj, prop, dpi, format)","Given a math expression, renders it in a closely-clipped bounding box to an image file.

Parameters ---------- s : str A math expression.

The math portion must be enclosed in dollar signs. filename_or_obj : str or path-like or file-like Where to write the image data. prop : `.FontProperties`, optional The size and style of the text. dpi : float, optional The output dpi.

If not set, the dpi is determined as for `.Figure.savefig`. format : str, optional The output format, e.g., 'svg', 'pdf', 'ps' or 'png'.

If not set, the format is determined as for `.Figure.savefig`.
"
_version.py,419,get_versions,(),
auto_subplots_adjust.py,23,on_draw,(event),
wire3d_animation_sgskip.py,17,generate,"(X, Y, phi)","Generates Z data for the points in the X, Y meshgrid and parameter phi.


"


demo_tight_layout.py,23,example_plot,(ax),
tricontour_smooth_delaunay.py,35,experiment_res,"(x, y)","An analytic function representing experiment results.


"



test_pickle.py,198,test_unpickle_canvas,(),

animated_histogram.py,68,animate,(i),

test_determinism.py,124,test_determinism_source_date_epoch,"(fmt, string)","Test SOURCE_DATE_EPOCH support. Output a document with the environment variable SOURCE_DATE_EPOCH set to 2000-01-01 00:00 UTC and check that the document contains the timestamp that corresponds to this date (given as an argument).

Parameters ---------- fmt : {""pdf"", ""ps"", ""svg""} Output format. string : bytes Timestamp string for 2000-01-01 00:00 UTC.
"

embedding_in_wx5_sgskip.py,46,demo,(),
setupext.py,503,add_qhull_flags,(ext),


grayscale.py,27,image_and_patch_example,(ax),

test_quiver.py,252,test_quiver_setuvc_numbers,(),"Check that it is possible to set all arrow UVC to the same numbers


"

voxels_numpy_logo.py,12,explode,(data),

colorbar2.py,1651,colorbar_factory,"(cax, mappable, **kwargs)","Create a colorbar on the given axes for the given mappable.

.. note:: This is a low-level function to turn an existing axes into a colorbar axes.

Typically, you'll want to use `~.Figure.colorbar` instead, which automatically handles creation and placement of a suitable axes as well.

Parameters ---------- cax : `~matplotlib.axes.Axes` The `~.axes.Axes` to turn into a colorbar. mappable : `~matplotlib.cm.ScalarMappable` The mappable to be described by the colorbar. **kwargs Keyword arguments are passed to the respective colorbar class.
##### Returns
"
axes_zoom_effect.py,81,zoom_effect02,"(ax1, ax2, **kwargs)","ax1 : the main axes ax1 : the zoomed axes

Similar to zoom_effect01.

The xmin & xmax will be taken from the ax1.viewLim.
"
test_ticker.py,1345,test_bad_locator_subs,(sub),
test_agg_filter.py,9,test_agg_filter_alpha,(),

mosaic.py,41,identify_axes,"(ax_dict, fontsize)","Helper to identify the Axes in the examples below.

Draws the label in a large font in the center of the Axes.

Parameters ---------- ax_dict : Dict[str, Axes] Mapping between the title / label and the Axes.

fontsize : int, optional How big the label should be
"


decorators.py,477,_image_directories,(func),"Compute the baseline and result image directories for testing *func*.

For test module ``foo.bar.test_baz``, the baseline directory is at ``foo/bar/baseline_images/test_baz`` and the result directory at ``$(pwd)/result_images/test_baz``.

The result directory is created if it doesn't exist.
"

test_simplification.py,332,test_clipping_full,(),
test_tightlayout.py,316,test_non_agg_renderer,"(monkeypatch, recwarn)",
horizontal_barchart_distribution.py,32,survey,"(results, category_names)","Parameters ---------- results : dict A mapping from question labels to a list of answers per category. It is assumed all lists contain the same number of entries and that it matches the length of *category_names*. category_names : list of str The category labels.


"
textbox.py,28,submit,(expression),"Update the plotted function to the new math *expression*.

*expression* is a string using ""t"" as its independent variable, e.g. ""t ** 3"".
"





backend_cairo.py,74,_cairo_font_args_from_font_prop,(prop),"Convert a `.FontProperties` or a `.FontEntry` to arguments that can be passed to `.Context.select_font_face`.


"

make_icons.py,94,make_icons,(),


tick-formatters.py,79,major_formatter,"(x, pos)",
test_style.py,174,test_xkcd_cm,(),





memleak.py,15,run_memleak_test,"(bench, iterations, report)",
test_colorbar.py,605,test_colorbar_int,(clim),
path.py,1004,get_path_collection_extents,"(master_transform, paths, transforms, offsets, offset_transform)","Given a sequence of `Path`\s, `~.Transform`\s objects, and offsets, as found in a `~.PathCollection`, returns the bounding box that encapsulates all of them.

Parameters ---------- master_transform : `~.Transform` Global transformation applied to all paths. paths : list of `Path` transforms : list of `~.Affine2D` offsets : (N, 2) array-like offset_transform : `~.Affine2D` Transform applied to the offsets before offsetting the path.

Notes ----- The way that *paths*, *transforms* and *offsets* are combined follows the same method as for collections:

Each is iterated over independently, so if you have 3 paths, 2 transforms and 1 offset, their combinations are as follows:

(A, A, A), (B, B, A), (C, A, A)
"
pick_event_demo.py,163,pick_image,(),
random_walk.py,39,update_lines,"(num, data_lines, lines)",




skip_deprecated.py,13,setup,(app),


demo_agg_filter.py,255,light_filter_pie,(ax),



fontconfig_pattern.py,190,generate_fontconfig_pattern,(d),"Given a dictionary of key/value pairs, generates a fontconfig pattern string.


"

test_gridspec.py,29,test_repr,(),

axis_direction_demo_step03.py,11,setup_axes,"(fig, rect)",

multiprocess_sgskip.py,95,main,(),
tight_bbox.py,72,process_figure_for_rasterizing,"(fig, bbox_inches_restore, fixed_dpi)","A function that needs to be called when figure dpi changes during the drawing (e.g., rasterizing).  It recovers the bbox and re-adjust it with the new dpi.


"
demo_gridspec06.py,13,squiggle_xy,"(a, b, c, d)",
shading_example.py,36,compare,"(z, cmap, ve)",




versioneer.py,1663,scan_setup_py,(),
axis.py,1942,_make_getset_interval,"(method_name, lim_name, attr_name)","Helper to generate ``get_{data,view}_interval`` and ``set_{data,view}_interval`` implementations.


"


proj3d.py,169,rot_x,"(V, alpha)",
_text_layout.py,8,layout,"(string, font)","Render *string* with *font*.  For each character in *string*, yield a (glyph-index, x-position) pair.  When such a pair is yielded, the font's glyph is set to the corresponding character.

Parameters ---------- string : str The string to be rendered. font : FT2Font The font. kern_mode : int A FreeType kerning mode.

Yields ------ glyph_index : int x_position : float
"
